"Plot.Identifier","Plant.Common.Name","Plant.Order","Plant.Family","Plant.Genus","Plant.Species","Insect.Common.Name","Insect.Order","Insect.Family","Insect.Genus","Insect.Species","Notes","iNat.Link","Second.iNat.link","Park.Name","Month","Year","Insect_ID","Plant_ID","Interaction.ID","Habitat.Type","Habitat.Category","Park.Type","Insect_Status","Plant_Status","Interaction.Status.ID"
"QW-39","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Double-banded Plushback","Diptera","Syrphidae","Palpada","agrorum","","","","Quiet Waters","December",2025,"Palpada agrorum","Diacrodon compressus","Diacrodon compressus | Palpada agrorum","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-39","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Umbrella Paper Wasps","Hymenoptera","Vespidae","Polistes","","check id on iNat","https://www.inaturalist.org/observations/329625348","","Quiet Waters","December",2025,"Genus Polistes","Spermacoce verticillata","Spermacoce verticillata | Genus Polistes","Open Grassy","Open Human Disturbed","High human modification","Unknown","Non-native","Non-native | Unknown"
"QW-39","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Quiet Waters","December",2025,"Syngamia florella","Spermacoce verticillata","Spermacoce verticillata | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Quiet Waters","December",2025,"Anartia jatrophae","Richardia grandiflora","Richardia grandiflora | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-39","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","New World Banded Thynnid Wasps","Hymenoptera","Thynnidae","Myzinum","","","https://www.inaturalist.org/observations/329625350","","Quiet Waters","December",2025,"Genus Myzinum","Spermacoce verticillata","Spermacoce verticillata | Genus Myzinum","Open Grassy","Open Human Disturbed","High human modification","Unknown","Non-native","Non-native | Unknown"
"QW-39","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Northern Plushback","Diptera","Syrphidae","Palpada","vinetorum ","","","","Quiet Waters","December",2025,"Palpada vinetorum ","Bidens alba","Bidens alba | Palpada vinetorum ","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-39","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","New World Banded Thynnid Wasps","Hymenoptera","Thynnidae","Myzinum","","","https://www.inaturalist.org/observations/329625350","","Quiet Waters","December",2025,"Genus Myzinum","Bidens alba","Bidens alba | Genus Myzinum","Open Grassy","Open Human Disturbed","High human modification","Unknown","Native","Native | Unknown"
"QW-39","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Tropical Checkered-Skipper","Lepidoptera","Hesperiidae","Burnsius","oileus","","","","Quiet Waters","December",2025,"Burnsius oileus","Diacrodon compressus","Diacrodon compressus | Burnsius oileus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-39","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Tropical Checkered-Skipper","Lepidoptera","Hesperiidae","Burnsius","oileus","","","","Quiet Waters","December",2025,"Burnsius oileus","Bidens alba","Bidens alba | Burnsius oileus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-39","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Hunter's Little Paper Wasp","Hymenoptera","Vespidae","Polistes","dorsalis","check id on iNat","https://www.inaturalist.org/observations/329625355","","Quiet Waters","December",2025,"Polistes dorsalis","Bidens alba","Bidens alba | Polistes dorsalis","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-39","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","December",2025,"Halictus poeyi","Bidens alba","Bidens alba | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","Quiet Waters","December",2025,"Hylephila phyleus","Richardia grandiflora","Richardia grandiflora | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-39","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Pimpla marginella","Hymenoptera","Ichneumonidae","Pimpla","marginella","","https://www.inaturalist.org/observations/329625353","","Quiet Waters","December",2025,"Pimpla marginella","Diacrodon compressus","Diacrodon compressus | Pimpla marginella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-39","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Northern Plushback","Diptera","Syrphidae","Palpada","vinetorum ","","","","Quiet Waters","December",2025,"Palpada vinetorum ","Diacrodon compressus","Diacrodon compressus | Palpada vinetorum ","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-40","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","December",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-40","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","December",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-40","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Brown-winged Striped Sweat Bee","Hymenoptera","Halictidae","Agapostemon","splendens","check id on iNat","https://www.inaturalist.org/observations/329625372","","Quiet Waters","December",2025,"Agapostemon splendens","Richardia grandiflora","Richardia grandiflora | Agapostemon splendens","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-40","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Quiet Waters","December",2025,"Syngamia florella","Diacrodon compressus","Diacrodon compressus | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-40","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","New World Banded Thynnid Wasps","Hymenoptera","Thynnidae","Myzinum","","","https://www.inaturalist.org/observations/329625383","","Quiet Waters","December",2025,"Genus Myzinum","Diacrodon compressus","Diacrodon compressus | Genus Myzinum","Open Grassy","Open Human Disturbed","High human modification","Unknown","Non-native","Non-native | Unknown"
"QW-40","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Brown-winged Striped Sweat Bee","Hymenoptera","Halictidae","Agapostemon","splendens","check id on iNat","https://www.inaturalist.org/observations/329625380","","Quiet Waters","December",2025,"Agapostemon splendens","Diacrodon compressus","Diacrodon compressus | Agapostemon splendens","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-40","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Striped Sweat Bees","Hymenoptera","Halictidae","Agapostemon","","check id on iNat","https://www.inaturalist.org/observations/329625382","","Quiet Waters","December",2025,"Genus Agapostemon","Richardia grandiflora","Richardia grandiflora | Genus Agapostemon","Open Grassy","Open Human Disturbed","High human modification","Unknown","Non-native","Non-native | Unknown"
"LK-26","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Long Key","December",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Open Grassy","Open Human Disturbed","Low human modification","Non-native","Native","Native | Non-native"
"LK-26","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Long Key","December",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","Low human modification","Non-native","Non-native","Non-native | Non-native"
"LK-26","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Long Key","December",2025,"Phyciodes phaon","Bidens alba","Bidens alba | Phyciodes phaon","Open Grassy","Open Human Disturbed","Low human modification","Native","Native","Native | Native"
"LK-26","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Hunter's Little Paper Wasp","Hymenoptera","Vespidae","Polistes","dorsalis","check id on iNat","https://www.inaturalist.org/observations/333985177","","Long Key","December",2025,"Polistes dorsalis","Spermacoce verticillata","Spermacoce verticillata | Polistes dorsalis","Open Grassy","Open Human Disturbed","Low human modification","Native","Non-native","Non-native | Native"
"LK-26","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Long Key","December",2025,"Syngamia florella","Spermacoce verticillata","Spermacoce verticillata | Syngamia florella","Open Grassy","Open Human Disturbed","Low human modification","Native","Non-native","Non-native | Native"
"HS-26","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","December",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Disturbed Edge","Open Human Disturbed","Low human modification","Non-native","Non-native","Non-native | Non-native"
"HS-26","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","December",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Disturbed Edge","Open Human Disturbed","Low human modification","Non-native","Non-native","Non-native | Non-native"
"HS-26","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Northern Plushback","Diptera","Syrphidae","Palpada","vinetorum ","check id on iNat","https://www.inaturalist.org/observations/333985183","","Highlands Scrub","December",2025,"Palpada vinetorum ","Spermacoce verticillata","Spermacoce verticillata | Palpada vinetorum ","Disturbed Edge","Open Human Disturbed","Low human modification","Native","Non-native","Non-native | Native"
"HS-26","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Keyhole Wasp","Hymenoptera","Vespidae","Pachodynerus","nasidens","check id on iNat","https://www.inaturalist.org/observations/333985181","","Highlands Scrub","December",2025,"Pachodynerus nasidens","Spermacoce verticillata","Spermacoce verticillata | Pachodynerus nasidens","Disturbed Edge","Open Human Disturbed","Low human modification","Native","Non-native","Non-native | Native"
"MK-51","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","January",2026,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Native","Native | Non-native"
"MK-51","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Markham","January",2026,"Anartia jatrophae","Bidens alba","Bidens alba | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-51","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Double-banded Plushback","Diptera","Syrphidae","Palpada","agrorum","","","","Markham","January",2026,"Palpada agrorum","Bidens alba","Bidens alba | Palpada agrorum","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MK-51","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","January",2026,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"MK-51","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Striped Sweat Bees","Hymenoptera","Halictidae","Agapostemon","","check id on iNat","https://www.inaturalist.org/observations/335554310","","Markham","January",2026,"Genus Agapostemon","Spermacoce verticillata","Spermacoce verticillata | Genus Agapostemon","Open Grassy","Open Human Disturbed","High human modification","Unknown","Non-native","Non-native | Unknown"
"CB-37","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","January",2026,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
